timestamp,user_id,variant,movie_id,rating,metadata
2025-12-24T18:14:46.621883,1,control,"20,10,9,12,5,3,18,7,4,17,8,15",,
2025-12-24T18:15:51.846825,1,control,"15,12,16,6,18,7,20,3,9,14,8,13",,
2025-12-24T18:17:14.896721,1,control,"18,14,12,17,11,10,5,4,16,8,19,15",,
2025-12-24T18:17:18.838251,2,treatment,"1,2,3,4,5,6,7,8,9,10,16,11",,
2025-12-24T18:18:00.454243,1,control,"1,12,6,11,19,13,15,8,16,10,17,3",,
2025-12-24T18:20:50.680233,1,control,"2,17,12,9,16,10,18,5,8,13,7,19",,
2025-12-24T18:21:58.486268,1,control,"12,13,9,17,10,3,1,15,6,8,18,20",,
2025-12-24T18:27:16.491180,1,control,"12,1,17,7,5,18,8,11,20,4,9,3",,
2025-12-24T18:28:29.906448,2,treatment,"1,2,3,4,5,6,7,8,9,10,16,11",,
2025-12-24T21:06:56.822699,1,control,"20,6,4,5,7,9,1,15,13,18,12,19",,
2025-12-24T21:07:05.461791,1,control,"13,12,3,19,17,2,1,8,7,10,14,18",,
2025-12-24T21:07:10.138976,1,control,"11,17,7,20,8,3,12,15,6,9,14,16",,
2025-12-24T21:07:14.774611,1,control,"3,20,2,11,9,6,13,5,15,17,7,12",,
2025-12-24T21:07:19.047338,1,control,"15,14,9,6,2,7,19,20,1,8,5,10",,
2025-12-24T21:07:22.751568,1,control,"6,11,7,17,2,8,9,10,19,15,20,3",,
2025-12-24T21:07:28.493061,1,control,"15,3,11,9,20,7,14,6,10,17,2,19",,
2025-12-24T21:07:37.362072,1,control,"11,19,6,3,9,7,2,15,17,13,14,20",,
2025-12-24T21:24:31.867388,1,control,"5,19,12,15,14,4,6,13,20,3,7,1",,
2025-12-24T21:24:35.195636,1,control,"2,16,5,6,1,18,4,12,19,7,8,14",,
2026-01-14T23:30:48.881973,rung động,treatment,"1,2,4,21,3,5,31,6,22,25,40,7,8,24,33,30,29,10,9,12,35,34,27,23",,
2026-01-14T23:31:28.373841,rung động,treatment,"20,40,30,33,11,34,17,1,19,2,3,4,22,8,25,9,24,16,35,13,18,26,28,36",,
2026-01-14T23:31:37.149570,rung động,treatment,"20,40,30,34,17,4,22,9,24,35,13,33,1,19,2,3,8,25,16,18,26,28,36,15",,
2026-01-14T23:31:47.732849,rung động,treatment,"4,22,34,9,24,35,20,40,30,17,2,3,33,1,19,8,18,26,28,36,15,32,38,39",,
2026-01-14T23:31:51.073940,rung động,treatment,"4,22,34,9,24,35,20,30,40,17,2,3,33,19,1,15,28,32,18,26,38,36,39,7",,
2026-01-14T23:31:54.102113,rung động,treatment,"4,22,40,9,24,30,33,34,35,17,20,2,3,15,28,32,1,18,26,38,39,7,27,36",,
2026-01-14T23:31:59.850470,rung động,treatment,"2,3,4,22,40,9,24,30,33,34,35,15,17,32,1,20,18,26,38,39,7,27,16,36",,
2026-01-14T23:32:17.618848,rung động,treatment,"1,2,4,22,40,9,24,30,33,34,35,18,26,15,17,32,20,38,39,7,16,27,36,29",,
